Title,Publication Title,DOI,Authors,Year,Link,Type,read,Repeated,ACM,SCOPUS,IEEE,WOS
RMR: Robust industrial anomaly detection based on the masked perceiving distillation and enhanced feature reconstruction,"Signal, Image and Video Processing",10.1007/s11760-025-04261-x,Nan ZhouShaofei Wu,2025,https://link.springer.com/article/10.1007/s11760-025-04261-x,Article,,removed,no,no,no,no
Neural illumination calibration for surgical workflow-optimized spectral imaging,International Journal of Computer Assisted Radiology and Surgery,10.1007/s11548-025-03525-8,Alexander BaumannLeonardo AyalaAlexander Studier-FischerJan SellnerBerkin ÖzdemirKarl-Friedrich KowalewskiSlobodan IlicSilvia SeidlitzLena Maier-Hein,2025,https://link.springer.com/article/10.1007/s11548-025-03525-8,Article,,removed,no,no,no,no
Robust Commonsense AI,Human-Centric AI with Common Sense,10.1007/978-3-031-69974-0_4,Filip Ilievski,2024,https://link.springer.com/chapter/10.1007/978-3-031-69974-0_4,Chapter,,removed,no,no,no,no
Using MR Physics for&#xa0;Domain Generalisation and&#xa0;Super-Resolution,Simulation and Synthesis in Medical Imaging,10.1007/978-3-031-73281-2_17,Pedro BorgesVirginia FernandezPetru Daniel TudosiuParashkev NachevSebastien OurselinM. Jorge Cardoso,2025,https://link.springer.com/chapter/10.1007/978-3-031-73281-2_17,Conference paper,yes,moved,no,no,no,no
Vision Based Machine Learning Algorithms for&#xa0;Out-of-Distribution Generalisation,Intelligent Computing,10.1007/978-3-031-37963-5_60,Hamza RiazAlan F. Smeaton,2023,https://link.springer.com/chapter/10.1007/978-3-031-37963-5_60,Conference paper,yes,moved,no,yes,no,no
Vision transformers in domain adaptation and domain generalization: a study of robustness,Neural Computing and Applications,10.1007/s00521-024-10353-5,Shadi AlijaniJamil FayyadHomayoun Najjaran,2024,https://link.springer.com/article/10.1007/s00521-024-10353-5,Article,yes,moved,no,no,no,no
Visual Concept Networks: A Graph-Based Approach to&#xa0;Detecting Anomalous Data in&#xa0;Deep Neural Networks,Pattern Recognition and Artificial Intelligence,10.1007/978-981-97-8702-9_15,Debargha GangulyDebayan GuptaVipin Chaudhary,2025,https://link.springer.com/chapter/10.1007/978-981-97-8702-9_15,Conference paper,yes,moved,no,no,no,no
Robust Object Detection Using Knowledge Graph Embeddings,Pattern Recognition,10.1007/978-3-031-16788-1_27,Christopher LangAlexander BraunAbhinav Valada,2022,https://link.springer.com/chapter/10.1007/978-3-031-16788-1_27,Conference paper,,removed,no,no,no,no
Volumetric Body Composition Through Cross-Domain Consistency Training for&#xa0;Unsupervised Domain Adaptation,Advances in Visual Computing,10.1007/978-3-031-47969-4_23,Shahzad AliYu Rim LeeSoo Young ParkWon Young TakSoon Ki Jung,2023,https://link.springer.com/chapter/10.1007/978-3-031-47969-4_23,Conference paper,yes,moved,no,no,no,no
Robust prostate disease classification using transformers with discrete representations,International Journal of Computer Assisted Radiology and Surgery,10.1007/s11548-024-03153-8,Ainkaran SanthirasekaramMathias WinklerAndrea RockallBen Glocker,2024,https://link.springer.com/article/10.1007/s11548-024-03153-8,Article,,removed,no,no,no,no
Robust Representation Learning,Representation Learning for Natural Language Processing,10.1007/978-981-99-1600-9_8,Ganqu CuiZhiyuan LiuYankai LinMaosong Sun,2023,https://link.springer.com/chapter/10.1007/978-981-99-1600-9_8,Chapter,,removed,no,no,no,no
Robust semi-supervised learning in open environments,Frontiers of Computer Science,10.1007/s11704-024-40646-w,Lan-Zhe GuoLin-Han JiaJie-Jing ShaoYu-Feng Li,2025,https://link.springer.com/article/10.1007/s11704-024-40646-w,Article,,removed,no,no,no,no
Robust video question answering via contrastive cross-modality representation learning,Science China Information Sciences,10.1007/s11432-023-4084-6,Xun YangJianming ZengDan GuoShanshan WangJianfeng DongMeng Wang,2024,https://link.springer.com/article/10.1007/s11432-023-4084-6,Article,,removed,no,no,no,no
Robustness Analysis of Chest X-Ray Computer Tuberculosis Diagnosis,Computational Mathematics and Modeling,10.1007/s10598-023-09587-0,Ya. PchelintsevA. KhvostikovO. BuchatskaiaN. NikiforovaL. ShepelevaE. ProkopevL. ParolinaA. Krylov,2022,https://link.springer.com/article/10.1007/s10598-023-09587-0,Article,,removed,no,no,no,no
Robustness and Reliability,Introduction to Responsible AI,10.1007/978-1-4842-9982-1_5,Avinash ManureShaleen BenganiSaravanan S,2023,https://link.springer.com/chapter/10.1007/978-1-4842-9982-1_5,Chapter,,removed,no,no,no,no
Robustness Evaluation of Pre-trained vs. Fine-Tuned Computer Vision Models for Score Detection in Dynamic Sports Environments,Disruptive Information Technologies for a Smart Society,10.1007/978-3-031-71419-1_12,Nikola IvačkoIvan ĆirićNikola DimitrijevićDimitrije MitićMaša MiloševićAna KitićDušan Krstić,2024,https://link.springer.com/chapter/10.1007/978-3-031-71419-1_12,Conference paper,,removed,no,yes,no,no
Robustness in deep learning models for medical diagnostics: security and adversarial challenges towards robust AI applications,Artificial Intelligence Review,10.1007/s10462-024-11005-9,Haseeb JavedShaker El-SappaghTamer Abuhmed,2024,https://link.springer.com/article/10.1007/s10462-024-11005-9,Article,,removed,no,no,no,no
Robustness of&#xa0;Classifiers for&#xa0;AI-Generated Text Detectors for&#xa0;Copyright and&#xa0;Privacy Protected Society,Pattern Recognition,10.1007/978-3-031-78498-9_5,Akshay AgarwalMohammed Uzair,2025,https://link.springer.com/chapter/10.1007/978-3-031-78498-9_5,Conference paper,,removed,no,no,no,no
Robustness of&#xa0;ConvNet to&#xa0;High-Frequency Image Corruptions,Computer Vision and Image Processing,10.1007/978-3-031-58174-8_1,Arnab Banerjee,2024,https://link.springer.com/chapter/10.1007/978-3-031-58174-8_1,Conference paper,,removed,no,no,no,no
Robustness tests for biomedical foundation models should tailor to specifications,npj Digital Medicine,10.1038/s41746-025-01926-2,R. Patrick XianNoah R. BakerTom DavidQiming CuiA. Jay HolmgrenStefan BauerMadhumita SushilReza Abbasi-Asl,2025,https://link.springer.com/article/10.1038/s41746-025-01926-2,Article,,removed,no,no,no,no
Robustness to&#xa0;Spurious Correlation: A Comprehensive Review,Computer Vision – ECCV 2024 Workshops,10.1007/978-3-031-91672-4_22,Mohammadjavad MaheronnaghshTaha Akbari Alvanagh,2025,https://link.springer.com/chapter/10.1007/978-3-031-91672-4_22,Conference paper,,removed,no,no,no,no
ROMA: Reverse Model-Based Data Augmentation for Offline Reinforcement Learning,Big Data and Security,10.1007/978-981-97-4387-2_14,Xiaochen WeiWenzhen HuangZiming Zhai,2024,https://link.springer.com/chapter/10.1007/978-981-97-4387-2_14,Conference paper,,removed,no,no,no,no
Runtime Input Monitoring of a Reinforcement Learning-Based Agent for Automated Car Parking,"Applications in Electronics Pervading Industry, Environment and Society",10.1007/978-3-031-84100-2_46,Hadi BalloutRiccardo BertaIgor BochenkoLuca LazzaroniAkshay DhonthiVahid HashemiFrancesco Bellotti,2025,https://link.springer.com/chapter/10.1007/978-3-031-84100-2_46,Conference paper,,removed,no,yes,no,no
Safeguarding large language models: a survey,Artificial Intelligence Review,10.1007/s10462-025-11389-2,Yi DongRonghui MuYanghao ZhangSiqi SunTianle ZhangChangshun WuGaojie JinYi QiJinwei HuJie MengSaddek BensalemXiaowei Huang,2025,https://link.springer.com/article/10.1007/s10462-025-11389-2,Article,,removed,no,no,no,no
DropConnect is effective in modeling uncertainty of Bayesian deep networks,Scientific Reports,10.1038/s41598-021-84854-x,Aryan MobinyPengyu YuanSupratik K. MoulikNaveen GargCarol C. WuHien Van Nguyen,2021,https://link.springer.com/article/10.1038/s41598-021-84854-x,Article,,removed,no,no,no,no
SAFT: Towards Out-of-Distribution Generalization in&#xa0;Fine-Tuning,Computer Vision – ECCV 2024,10.1007/978-3-031-72890-7_9,Bac NguyenStefan UhlichFabien CardinauxLukas MauchMarzieh EdrakiAaron Courville,2025,https://link.springer.com/chapter/10.1007/978-3-031-72890-7_9,Conference paper,,removed,no,,,
Weighted Mutual Information for&#xa0;Out-Of-Distribution Detection,Explainable Artificial Intelligence,10.1007/978-3-031-44070-0_16,Giacomo De BernardiSara NarteniEnrico CambiasoMarco MuselliMaurizio Mongelli,2023,https://link.springer.com/chapter/10.1007/978-3-031-44070-0_16,Conference paper,yes,moved,no,no,no,no
Sample-Aware RandAugment: Search-Free Automatic Data Augmentation for Effective Image Recognition,International Journal of Computer Vision,10.1007/s11263-025-02536-x,Anqi XiaoWeichen YuHongyuan Yu,2025,https://link.springer.com/article/10.1007/s11263-025-02536-x,Article,,removed,no,no,no,no
Scaling deep learning for materials discovery,Nature,10.1038/s41586-023-06735-9,Amil MerchantSimon BatznerSamuel S. SchoenholzMuratahan AykolGowoon CheonEkin Dogus Cubuk,2023,https://link.springer.com/article/10.1038/s41586-023-06735-9,Article,,removed,no,,,
Scientific Abstracts from the 2024 Conference on Machine Intelligence in Medical Imaging (CMIMI) of the Society for Imaging Informatics in Medicine (SIIM),Journal of Imaging Informatics in Medicine,10.1007/s10278-024-01278-5,,2024,https://link.springer.com/article/10.1007/s10278-024-01278-5,Article,,removed,no,no,no,no
Scientific discovery in the age of artificial intelligence,Nature,10.1038/s41586-023-06221-2,Hanchen WangTianfan FuYuanqi DuWenhao GaoKexin HuangZiming LiuPayal ChandakShengchao LiuPeter Van KatwykAndreea DeacAnima AnandkumarKarianne BergenCarla P. GomesShirley HoPushmeet KohliJoan LasenbyJure LeskovecTie-Yan LiuArjun ManraiDebora MarksBharath RamsundarLe SongJimeng SunJian TangPetar VeličkovićMax WellingLinfeng ZhangConnor W. ColeyYoshua BengioMarinka Zitnik,2023,https://link.springer.com/article/10.1038/s41586-023-06221-2,Article,,removed,no,,,
Weighting non-IID batches for out-of-distribution detection,Machine Learning,10.1007/s10994-024-06605-z,Zhilin ZhaoLongbing Cao,2024,https://link.springer.com/article/10.1007/s10994-024-06605-z,Article,yes,moved,no,yes,no,yes
Winning Prize Comes from Losing Tickets: Improve Invariant Learning by Exploring Variant Parameters for Out-of-Distribution Generalization,International Journal of Computer Vision,10.1007/s11263-024-02075-x,Zhuo HuangMuyang LiLi ShenJun YuChen GongBo HanTongliang Liu,2024,https://link.springer.com/article/10.1007/s11263-024-02075-x,Article,yes,moved,no,no,no,yes
ZoDi: Zero-Shot Domain Adaptation with&#xa0;Diffusion-Based Image Transfer,Computer Vision – ECCV 2024 Workshops,10.1007/978-3-031-91672-4_10,Hiroki AzumaYusuke MatsuiAtsuto Maki,2025,https://link.springer.com/chapter/10.1007/978-3-031-91672-4_10,Conference paper,yes,moved,no,no,no,no
Segmentation of&#xa0;White Matter Hyperintensities and&#xa0;Ischaemic Stroke Lesions in&#xa0;Structural MRI,Medical Image Understanding and Analysis,10.1007/978-3-031-48593-0_1,Jesse PhitidisAlison Q. O’NeilStewart WisemanDavid Alexander DickieEleni SakkaAgniete KampaiteWilliam WhiteleyMiguel O. BernabeuBeatrice AlexJoanna M. WardlawMaria Valdés Hernández,2024,https://link.springer.com/chapter/10.1007/978-3-031-48593-0_1,Conference paper,,removed,no,,,
Segmenting Brazilian legislative text using weak supervision and active learning,Artificial Intelligence and Law,10.1007/s10506-024-09419-5,Felipe A. SiqueiraDiany PressatoFabíola S. F. PereiraNádia F. F. da SilvaEllen SouzaMárcio S. DiasAndré C. P. L. F. de Carvalho,2024,https://link.springer.com/article/10.1007/s10506-024-09419-5,Article,,removed,no,no,no,no
A review on the effectiveness of recent approaches to few-shot learning for image analysis,Applied Intelligence,10.1007/s10489-025-06676-y,Deepak Suresh AsudaniNaresh Kumar NagwaniPradeep Singh,2025,https://link.springer.com/article/10.1007/s10489-025-06676-y,Article,no,no,no,no,no,no
Self-adaptive Machine Learning Systems: Research Challenges and&#xa0;Opportunities,Software Architecture,10.1007/978-3-031-15116-3_7,Maria CasimiroPaolo RomanoDavid GarlanGabriel A. MorenoEunsuk KangMark Klein,2022,https://link.springer.com/chapter/10.1007/978-3-031-15116-3_7,Conference paper,,removed,no,no,no,no
Self-calibrating Neural-Probabilistic Model for Authorship Verification Under Covariate Shift,"Experimental IR Meets Multilinguality, Multimodality, and Interaction",10.1007/978-3-030-85251-1_12,Benedikt BoenninghoffDorothea KolossaRobert M. Nickel,2021,https://link.springer.com/chapter/10.1007/978-3-030-85251-1_12,Conference paper,,removed,no,no,no,no
DECIDER: Leveraging Foundation Model Priors for&#xa0;Improved Model Failure Detection and&#xa0;Explanation,Computer Vision – ECCV 2024,10.1007/978-3-031-72986-7_27,Rakshith SubramanyamKowshik ThopalliVivek NarayanaswamyJayaraman J. Thiagarajan,2025,https://link.springer.com/chapter/10.1007/978-3-031-72986-7_27,Conference paper,,removed,no,no,no,no
LatentGaze: Cross-Domain Gaze Estimation Through Gaze-Aware Analytic Latent Code Manipulation,Computer Vision – ACCV 2022,10.1007/978-3-031-26348-4_10,Isack LeeJun-Seok YunHee Hyeon KimYoungju NaSeok Bong Yoo,2023,https://link.springer.com/chapter/10.1007/978-3-031-26348-4_10,Conference paper,,removed,no,no,no,no
Detecting Unknown Attacks: Transformer-Based Image Classifiers with&#xa0;an&#xa0;Out-of-Distribution Detector,Technologies and Applications of Artificial Intelligence,10.1007/978-981-96-4596-1_24,Yong-Syuan ChenHsiang-Yin LienJo-Yu LiChia-Yu Lin,2025,https://link.springer.com/chapter/10.1007/978-981-96-4596-1_24,Conference paper,,REmoved,no,no,no,no
Masked Image Modeling: A Survey,International Journal of Computer Vision,10.1007/s11263-025-02524-1,Vlad HondruFlorinel Alin CroitoruShervin MinaeeRadu Tudor IonescuNicu Sebe,2025,https://link.springer.com/article/10.1007/s11263-025-02524-1,Article,,removed,no,no,no,no
Misclassification Detection via Counterexample Learning for Trustworthy Cervical Cancer Screening,Pattern Recognition and Computer Vision,10.1007/978-981-97-8795-1_13,Li LiYouyi SongXiang DongPeng YangTianfu WangBaiying Lei,2025,https://link.springer.com/chapter/10.1007/978-981-97-8795-1_13,Conference paper,,removed,no,no,no,no
Semantic anomaly detection with large language models,Autonomous Robots,10.1007/s10514-023-10132-6,Amine ElhafsiRohan SinhaChristopher AgiaEdward SchmerlingIssa A. D. NesnasMarco Pavone,2023,https://link.springer.com/article/10.1007/s10514-023-10132-6,Article,,removed,no,no,no,no
Semantic hyperspectral image synthesis for cross-modality knowledge transfer in surgical data science,International Journal of Computer Assisted Radiology and Surgery,10.1007/s11548-025-03364-7,Viet Tran BaMarco HübnerAhmad Bin QasimMaike ReesJan SellnerSilvia SeidlitzEvangelia ChristodoulouBerkin ÖzdemirAlexander Studier-FischerFelix NickelLeonardo AyalaLena Maier-Hein,2025,https://link.springer.com/article/10.1007/s11548-025-03364-7,Article,,removed,no,,,
Multi-resolution continuous normalizing flows,Annals of Mathematics and Artificial Intelligence,10.1007/s10472-024-09939-5,Vikram VoletiChris FinlayAdam ObermanChristopher Pal,2024,https://link.springer.com/article/10.1007/s10472-024-09939-5,Article,,removed,no,no,no,no
Semantic Search in&#xa0;Archive Collections Through Interpretable and&#xa0;Adaptable Relation Extraction About Person and&#xa0;Places,Advances in Information Retrieval,10.1007/978-3-031-56069-9_37,Nicolas Gutehrlé,2024,https://link.springer.com/chapter/10.1007/978-3-031-56069-9_37,Conference paper,,removed,no,,,
DIAGen: Semantically Diverse Image Augmentation with&#xa0;Generative Models for&#xa0;Few-Shot Learning,Pattern Recognition,10.1007/978-3-031-85181-0_10,Tobias LingenbergMarkus ReuterGopika SudhakaranDominik GojnyStefan RothSimone Schaub-Meyer,2025,https://link.springer.com/chapter/10.1007/978-3-031-85181-0_10,Conference paper,,removed,no,no,no,no
Dimensionality-Induced Information Loss of&#xa0;Outliers in&#xa0;Deep Neural Networks,Machine Learning and Knowledge Discovery in Databases. Research Track,10.1007/978-3-031-70341-6_9,Kazuki UematsuKosuke HarukiTaiji SuzukiMitsuhiro KimuraTakahiro TakimotoHideyuki Nakagawa,2024,https://link.springer.com/chapter/10.1007/978-3-031-70341-6_9,Conference paper,,removed,no,no,no,no
Semi-supervised meta-learning elucidates understudied molecular interactions,Communications Biology,10.1038/s42003-024-06797-z,You WuLi XieYang LiuLei Xie,2024,https://link.springer.com/article/10.1038/s42003-024-06797-z,Article,,removed,no,no,no,yes
Semi-supervised Video Desnowing Network via&#xa0;Temporal Decoupling Experts and&#xa0;Distribution-Driven Contrastive Regularization,Computer Vision – ECCV 2024,10.1007/978-3-031-72684-2_5,Hongtao WuYijun YangAngelica I. Aviles-RiveroJingjing RenSixiang ChenHaoyu ChenLei Zhu,2025,https://link.springer.com/chapter/10.1007/978-3-031-72684-2_5,Conference paper,,removed,no,no,no,no
SensatUrban: Learning Semantics from Urban-Scale Photogrammetric Point Clouds,International Journal of Computer Vision,10.1007/s11263-021-01554-9,Qingyong HuBo YangSheikh KhalidWen XiaoNiki TrigoniAndrew Markham,2022,https://link.springer.com/article/10.1007/s11263-021-01554-9,Article,,removed,no,no,no,no
Dynamic fire and smoke detection module with enhanced feature integration and attention mechanisms,Pattern Analysis and Applications,10.1007/s10044-025-01461-6,Ammar AmjadAamer Mohamed HuroonHsien-Tsung ChangLi-Chia Tai,2025,https://link.springer.com/article/10.1007/s10044-025-01461-6,Article,,removed,no,no,no,no
Are We Ready for&#xa0;Out-of-Distribution Detection in&#xa0;Digital Pathology?,Medical Image Computing and Computer Assisted Intervention – MICCAI 2024,10.1007/978-3-031-72117-5_8,Ji-Hun OhKianoush FalahkheirkhahRohit Bhargava,2024,https://link.springer.com/chapter/10.1007/978-3-031-72117-5_8,Conference paper,yes,no,no,no,no,no
Shortcut learning in deep neural networks,Nature Machine Intelligence,10.1038/s42256-020-00257-z,Robert GeirhosJörn-Henrik JacobsenClaudio MichaelisRichard ZemelWieland BrendelMatthias BethgeFelix A. Wichmann,2020,https://link.springer.com/article/10.1038/s42256-020-00257-z,Article,,removed,no,no,no,no
Bias in&#xa0;Unsupervised Anomaly Detection in&#xa0;Brain MRI,"Clinical Image-Based Procedures,  Fairness of AI in Medical Imaging, and Ethical and Philosophical Issues in Medical Imaging",10.1007/978-3-031-45249-9_12,Cosmin I. BerceaEsther Puyol-AntónBenedikt WiestlerDaniel RueckertJulia A. SchnabelAndrew P. King,2023,https://link.springer.com/chapter/10.1007/978-3-031-45249-9_12,Conference paper,yes,no,no,no,no,no
Side effects of learning from low-dimensional data embedded in a Euclidean space,Research in the Mathematical Sciences,10.1007/s40687-023-00378-y,Juncai HeRichard TsaiRachel Ward,2023,https://link.springer.com/article/10.1007/s40687-023-00378-y,Article,,removed,no,no,no,no
Simplified Concrete Dropout - Improving the Generation of Attribution Masks for Fine-grained Classification,International Journal of Computer Vision,10.1007/s11263-025-02453-z,Dimitri KorschMaha ShadaydehJoachim Denzler,2025,https://link.springer.com/article/10.1007/s11263-025-02453-z,Article,,removed,no,no,no,no
Class-Incremental Domain Adaptation,Computer Vision – ECCV 2020,10.1007/978-3-030-58601-0_4,Jogendra Nath KunduRahul Mysore VenkateshNaveen VenkatAmbareesh RevanurR. Venkatesh Babu,2020,https://link.springer.com/chapter/10.1007/978-3-030-58601-0_4,Conference paper,no,no,no,no,no,no
Probing Network Decisions: Capturing Uncertainties and&#xa0;Unveiling Vulnerabilities Without Label Information,Pattern Recognition and Artificial Intelligence,10.1007/978-981-97-8702-9_21,Youngju JoungSehyun LeeJaesik Choi,2025,https://link.springer.com/chapter/10.1007/978-981-97-8702-9_21,Conference paper,,removed,no,no,no,no
PushPull-Net: Inhibition-Driven ResNet Robust to&#xa0;Image Corruptions,Pattern Recognition,10.1007/978-3-031-78186-5_26,Guru Swaroop BennabhaktulaEnrique AlegreNicola StrisciuglioGeorge Azzopardi,2025,https://link.springer.com/chapter/10.1007/978-3-031-78186-5_26,Conference paper,,removed,no,no,no,no
Diffusion for&#xa0;Out-of-Distribution Detection on&#xa0;Road Scenes and&#xa0;Beyond,Computer Vision – ECCV 2024,10.1007/978-3-031-72904-1_7,Silvio GalessoPhilipp SchröppelHssan DrissThomas Brox,2025,https://link.springer.com/chapter/10.1007/978-3-031-72904-1_7,Conference paper,yes,moved,no,no,no,no
Soft causal learning for generalized molecule property prediction: An environment modeling perspective,Knowledge and Information Systems,10.1007/s10115-025-02610-3,Limin LiZhengyang ZhouKuo YangWenjie DuPengkun WangYang Wang,2025,https://link.springer.com/article/10.1007/s10115-025-02610-3,Article,,removed,no,,,
Soft Prompt Generation for&#xa0;Domain Generalization,Computer Vision – ECCV 2024,10.1007/978-3-031-72646-0_25,Shuanghao BaiYuedi ZhangWanqi ZhouZhirong LuanBadong Chen,2025,https://link.springer.com/chapter/10.1007/978-3-031-72646-0_25,Conference paper,,removed,no,,,
Dual-level contrastive learning network for generalized zero-shot learning,The Visual Computer,10.1007/s00371-022-02539-6,Jiaqi GuanMin MengTianyou LiangJigang LiuJigang Wu,2022,https://link.springer.com/article/10.1007/s00371-022-02539-6,Article,no,no,no,no,no,no
Energy-based open set domain adaptation with dynamic weighted synergistic mechanism,Complex & Intelligent Systems,10.1007/s40747-025-01857-1,Zihao FuDong LiuShengsheng WangHao Chai,2025,https://link.springer.com/article/10.1007/s40747-025-01857-1,Article,no,no,no,no,no,no
Few-Shot Learning with&#xa0;Novelty Detection,Deep Learning Theory and Applications,10.1007/978-3-031-66694-0_21,Kim BjergePaul BodesheimHenrik Karstoft,2024,https://link.springer.com/chapter/10.1007/978-3-031-66694-0_21,Conference paper,yes,moved,no,no,no,no
SpaRG: Sparsely Reconstructed Graphs for&#xa0;Generalizable fMRI Analysis,Machine Learning in Clinical Neuroimaging,10.1007/978-3-031-78761-4_5,Camila GonzálezYanis MiraouiYiran FanEhsan AdeliKilian M. Pohl,2025,https://link.springer.com/chapter/10.1007/978-3-031-78761-4_5,Conference paper,,removed,no,no,no,no
Few-shot out-of-distribution detection for automated screening in retinal OCT images using deep learning,Scientific Reports,10.1038/s41598-023-43018-9,Teresa AraújoGuilherme ArestaUrsula Schmidt-ErfurthHrvoje Bogunović,2023,https://link.springer.com/article/10.1038/s41598-023-43018-9,Article,yes,no,no,no,no,no
StaDRe and&#xa0;StaDRo: Reliability and&#xa0;Robustness Estimation of&#xa0;ML-Based Forecasting Using Statistical Distance Measures,"Computer Safety,  Reliability, and Security. SAFECOMP 2022 Workshops",10.1007/978-3-031-14862-0_21,Mohammed Naveed AkramAkshatha AmbekarIoannis SorokosKoorosh AslansefatDaniel Schneider,2022,https://link.springer.com/chapter/10.1007/978-3-031-14862-0_21,Conference paper,,removed,no,no,no,no
Stain-AgLr: Stain Agnostic Learning for&#xa0;Computational Histopathology Using Domain Consistency and&#xa0;Stain Regeneration Loss,Domain Adaptation and Representation Transfer,10.1007/978-3-031-16852-9_4,Geetank RaipuriaAnu ShrivastavaNitin Singhal,2022,https://link.springer.com/chapter/10.1007/978-3-031-16852-9_4,Conference paper,,removed,no,no,no,no
A domain-region based evaluation of ML performance robustness to covariate shift,Neural Computing and Applications,10.1007/s00521-023-08622-w,Firas BayramBestoun S. Ahmed,2023,https://link.springer.com/article/10.1007/s00521-023-08622-w,Article,,removed,no,no,no,no
Stochastic security as a performance metric for quantum-enhanced generative AI,Quantum Machine Intelligence,10.1007/s42484-025-00256-6,Noah A. CrumLeanto SunnyPooya RonaghRaymond LaflammeRadhakrishnan BaluGeorge Siopsis,2025,https://link.springer.com/article/10.1007/s42484-025-00256-6,Article,,removed,no,,,
Structured Generative Models for Scene Understanding,International Journal of Computer Vision,10.1007/s11263-024-02316-z,Christopher K. I. Williams,2024,https://link.springer.com/article/10.1007/s11263-024-02316-z,Article,,removed,no,,,
Study the effect of ANN splitting ratios and training functions on the prediction of corroded steel-to-concrete bond strength,"Multiscale and Multidisciplinary Modeling, Experiments and Design",10.1007/s41939-024-00464-w,Bharat BhushanHarish Chandra AroraAman KumarPrashant KumarMadhu Sharma,2024,https://link.springer.com/article/10.1007/s41939-024-00464-w,Article,,removed,no,,,
A reproducible framework for synthetic data generation and instance segmentation in robotic suturing,International Journal of Computer Assisted Radiology and Surgery,10.1007/s11548-025-03460-8,Pietro LeonciniFrancesco MarzolaMatteo PescioMaura CasadioAlberto ArezzoGiulio Dagnino,2025,https://link.springer.com/article/10.1007/s11548-025-03460-8,Article,,removed,no,no,no,no
A survey of class-imbalanced semi-supervised learning,Machine Learning,10.1007/s10994-023-06344-7,Qian GuiHong ZhouNa GuoBaoning Niu,2023,https://link.springer.com/article/10.1007/s10994-023-06344-7,Article,,removed,no,no,no,no
Improving Adversarial Robustness by&#xa0;Penalizing Natural Accuracy,Computer Vision – ECCV 2022 Workshops,10.1007/978-3-031-25056-9_33,Kshitij Chandna,2023,https://link.springer.com/chapter/10.1007/978-3-031-25056-9_33,Conference paper,,removed,no,no,no,no
Improving the&#xa0;Reliability for&#xa0;Confidence Estimation,Computer Vision – ECCV 2022,10.1007/978-3-031-19812-0_23,Haoxuan QuYanchao LiLin Geng FooJason KuenJiuxiang GuJun Liu,2022,https://link.springer.com/chapter/10.1007/978-3-031-19812-0_23,Conference paper,,removed,no,no,no,no
"Supervised, Semi-supervised, and Unsupervised Learning for Hyperspectral Regression",Hyperspectral Image Analysis,10.1007/978-3-030-38617-7_7,Felix M. RieseSina Keller,2020,https://link.springer.com/chapter/10.1007/978-3-030-38617-7_7,Chapter,,removed,no,no,no,no
A survey of visual analytics techniques for machine learning,Computational Visual Media,10.1007/s41095-020-0191-7,Jun YuanChangjian ChenWeikai YangMengchen LiuJiazhi XiaShixia Liu,2020,https://link.springer.com/article/10.1007/s41095-020-0191-7,Article,,removed,no,no,no,no
Surface Defects Detection of Cylindrical High-Precision Industrial Parts Based on Deep Learning Algorithms: A Review,Operations Research Forum,10.1007/s43069-024-00337-5,Li WeiMahmud Iwan SolihinSarah ‘Atifah SaruchiWinda AstutiLim Wei HongAng Chun Kit,2024,https://link.springer.com/article/10.1007/s43069-024-00337-5,Article,,removed,no,,,
Survey of XAI in Digital Pathology,Artificial Intelligence and Machine Learning for Digital Pathology,10.1007/978-3-030-50402-1_4,Milda PocevičiūtėGabriel EilertsenClaes Lundström,2020,https://link.springer.com/chapter/10.1007/978-3-030-50402-1_4,Chapter,,removed,no,no,no,no
Symbolic Framework,Principles of Machine Learning,10.1007/978-981-97-5333-8_6,Wenmin Wang,2025,https://link.springer.com/chapter/10.1007/978-981-97-5333-8_6,Chapter,,removed,no,no,no,no
Synthesis of Annotated Data for Medical Image Segmentation,Generative Machine Learning Models in Medical Image Computing,10.1007/978-3-031-80965-1_1,Virginia FernandezPedro BorgesMark GrahamWalter Hugo Lopez PinayaTom VercauterenJorge Cardoso,2025,https://link.springer.com/chapter/10.1007/978-3-031-80965-1_1,Chapter,,removed,no,no,no,no
Synthetic to&#xa0;Authentic: Transferring Realism to&#xa0;3D Face Renderings for&#xa0;Boosting Face Recognition,Computer Vision – ECCV 2024 Workshops,10.1007/978-3-031-91907-7_7,Parsa RahimiBehrooz RazeghiSébastien Marcel,2025,https://link.springer.com/chapter/10.1007/978-3-031-91907-7_7,Conference paper,,removed,no,,,
"System- and sample-agnostic isotropic three-dimensional microscopy by weakly physics-informed, domain-shift-resistant axial deblurring",Nature Communications,10.1038/s41467-025-56078-4,Jiashu HanKunzan LiuKeith B. IsaacsonKristina MonakhovaLinda G. GriffithSixian You,2025,https://link.springer.com/article/10.1038/s41467-025-56078-4,Article,,removed,no,,,
FlowCon: Out-of-Distribution Detection Using Flow-Based Contrastive Learning,Computer Vision – ECCV 2024,10.1007/978-3-031-72640-8_11,Saandeep AathreyaShaun Canavan,2025,https://link.springer.com/chapter/10.1007/978-3-031-72640-8_11,Conference paper,yes,moved,no,no,no,no
Systematic Review of Generative Adversarial Networks (GANs) for Medical Image Classification and Segmentation,Journal of Digital Imaging,10.1007/s10278-021-00556-w,Jiwoong J. JeongAmara TariqTobiloba AdejumoHari TrivediJudy W. GichoyaImon Banerjee,2022,https://link.springer.com/article/10.1007/s10278-021-00556-w,Article,,removed,no,no,no,no
